NYSE:MMM	NYSE:AOS	NYSE:ABT	NYSE:ABBV	NasdaqGS:ABMD	NYSE:ACN	NasdaqGS:ATVI	NasdaqGS:ADBE	NYSE:AAP	NasdaqGS:AMD	NYSE:AFL	NYSE:A	NYSE:APD	NasdaqGS:AKAM	NYSE:ALK	NYSE:ALB	NYSE:ARE	NasdaqGS:ALXN	NasdaqGS:ALGN	NYSE:ALLE	NasdaqGS:LNT	NasdaqGS:GOOG	NasdaqGS:GOOG.L	NYSE:MO	NasdaqGS:AMZN	NYSE:AMCR	NYSE:AEE	NasdaqGS:AAL	NYSE:AEP	NYSE:AXP	NYSE:AIG	NYSE:AMT	NYSE:AWK	NYSE:AMP	NYSE:ABC	NYSE:AME	NasdaqGS:AMGN	NYSE:APH	NasdaqGS:ADI	NasdaqGS:ANSS	NYSE:ANTM	NYSE:AON	NasdaqGS:APA	NYSE:AIV	NasdaqGS:AAPL	NasdaqGS:AMAT	NYSE:APTV	NYSE:ADM	NYSE:ANET	NYSE:AJG	NYSE:AIZ	NYSE:T	NYSE:ATO	NasdaqGS:ADSK	NasdaqGS:ADP	NYSE:AZO	NYSE:AVB	NYSE:AVY	NYSE:BKR	NYSE:BLL	NYSE:BAC	NYSE:BAX	NYSE:BDX	NYSE:BRK.B	NYSE:BBY	NasdaqGS:BIIB	NYSE:BIO	NYSE:BLK	NasdaqGS:BKNG	NYSE:BWA	NYSE:BXP	NYSE:BSX	NYSE:BMY	NasdaqGS:AVGO	NYSE:BR	NYSE:BF.B	NasdaqGS:CHRW	NYSE:COG	NasdaqGS:CDNS	NYSE:CPB	NYSE:COF	NYSE:CAH	NYSE:KMX	NYSE:CCL	NYSE:CARR	NYSE:CAT	BATS:CBOE	NYSE:CBRE	NasdaqGS:CDW	NYSE:CE	NYSE:CNC	NYSE:CNP	NYSE:CTL	NasdaqGS:CERN	NYSE:CF	NasdaqGS:CHTR	NYSE:CVX	NYSE:CMG	NYSE:CB	NYSE:CHD	NYSE:CI	NasdaqGS:CINF	NasdaqGS:CTAS	NasdaqGS:CSCO	NYSE:C	NYSE:CFG	NasdaqGS:CTXS	NasdaqGS:CME	NYSE:CMS	NasdaqGS:CTSH	NYSE:CL	NasdaqGS:CMCS.A	NYSE:CMA	NYSE:CAG	NYSE:CXO	NYSE:COP	NYSE:ED	NYSE:STZ	NasdaqGS:CPRT	NYSE:GLW	NYSE:CTVA	NasdaqGS:COST	NYSE:COTY	NYSE:CCI	NasdaqGS:CSX	NYSE:CMI	NYSE:CVS	NYSE:DHI	NYSE:DHR	NYSE:DRI	NYSE:DVA	NYSE:DE	NYSE:DAL	NasdaqGS:XRAY	NYSE:DVN	NasdaqGS:DXCM	NasdaqGS:FANG	NYSE:DLR	NYSE:DFS	NasdaqGS:DISC.A	NasdaqGS:DISC.K	NasdaqGS:DISH	NYSE:DG	NasdaqGS:DLTR	NYSE:D	NYSE:DPZ	NYSE:DOV	NYSE:DOW	NYSE:DTE	NYSE:DUK	NYSE:DRE	NYSE:DD	NYSE:DXC	NasdaqGS:ETFC	NYSE:EMN	NYSE:ETN	NasdaqGS:EBAY	NYSE:ECL	NYSE:EIX	NYSE:EW	NasdaqGS:EA	NYSE:LLY	NYSE:EMR	NYSE:ETR	NYSE:EOG	NYSE:EFX	NasdaqGS:EQIX	NYSE:EQR	NYSE:ESS	NYSE:RE	NYSE:EVRG	NYSE:ES	NasdaqGS:EXC	NasdaqGS:EXPE	NasdaqGS:EXPD	NYSE:EXR	NYSE:XOM	NasdaqGS:FFIV	NasdaqGS:FB	NasdaqGS:FAST	NYSE:FRT	NYSE:FDX	NYSE:FIS	NasdaqGS:FITB	NYSE:FRC	NYSE:FE	NasdaqGS:FISV	NYSE:FLT	NasdaqGS:FLIR	NYSE:FLS	NYSE:FMC	NYSE:F	NasdaqGS:FTNT	NYSE:FTV	NYSE:FBHS	NasdaqGS:FOX	NasdaqGS:FOXA	NYSE:BEN	NYSE:FCX	NasdaqGS:GRMN	NYSE:IT	NYSE:GD	NYSE:GE	NYSE:GIS	NYSE:GM	NYSE:GPC	NasdaqGS:GILD	NYSE:GPN	NYSE:GL	NYSE:HRB	NYSE:HAL	NYSE:HBI	NasdaqGS:HAS	NYSE:HCA	NYSE:PEAK	NasdaqGS:HSIC	NYSE:HES	NYSE:HPE	NYSE:HLT	NYSE:HFC	NasdaqGS:HOLX	NYSE:HON	NYSE:HRL	NYSE:HST	NYSE:HWM	NYSE:HPQ	NYSE:HUM	NasdaqGS:HBAN	NYSE:HII	NYSE:IEX	NasdaqGS:IDXX	NYSE:INFO	NYSE:ITW	NasdaqGS:ILMN	NasdaqGS:INCY	NYSE:IR	NasdaqGS:INTC	NYSE:ICE	NYSE:IBM	NYSE:IFF	NYSE:IP	NasdaqGS:INTU	NasdaqGS:ISRG	NYSE:IVZ	NasdaqGS:IPGP	NYSE:IQV	NYSE:IRM	NasdaqGS:JBHT	NasdaqGS:JKHY	NYSE:J	NYSE:JNJ	NYSE:JCI	NYSE:JPM	NYSE:JNPR	NYSE:KSU	NYSE:K	NYSE:KEY	NYSE:KEYS	NYSE:KMB	NYSE:KIM	NYSE:KMI	NasdaqGS:KLAC	NYSE:KSS	NYSE:LB	NYSE:LHX	NYSE:LH	NasdaqGS:LRCX	NYSE:LW	NYSE:LVS	NYSE:LEG	NYSE:LDOS	NYSE:LEN	NYSE:LNC	NYSE:LIN	NYSE:LYV	NasdaqGS:LKQ	NYSE:LMT	NYSE:L	NYSE:LOW	NYSE:LYB	NYSE:MTB	NYSE:MRO	NYSE:MPC	NasdaqGS:MKTX	NasdaqGS:MAR	NYSE:MMC	NYSE:MLM	NYSE:MAS	NYSE:MA	NasdaqGS:MXIM	NYSE:MKC	NYSE:MCD	NYSE:MCK	NYSE:MDT	NYSE:MRK	NYSE:MET	NYSE:MTD	NYSE:MGM	NasdaqGS:MCHP	NasdaqGS:MU	NasdaqGS:MSFT	NYSE:MAA	NYSE:MHK	NYSE:TAP	NasdaqGS:MDLZ	NasdaqGS:MNST	NYSE:MCO	NYSE:MS	NYSE:MSI	NYSE:MSCI	NasdaqGS:MYL	NasdaqGS:NDAQ	NYSE:NOV	NasdaqGS:NTAP	NasdaqGS:NFLX	NasdaqGS:NWL	NYSE:NEM	NasdaqGS:NWSA	NasdaqGS:NWS	NYSE:NEE	NYSE:NLSN	NYSE:NKE	NYSE:NI	NasdaqGS:NBL	NYSE:NSC	NasdaqGS:NTRS	NYSE:NOC	NasdaqGS:NLOK	NYSE:NCLH	NYSE:NRG	NYSE:NUE	NasdaqGS:NVDA	NYSE:NVR	NYSE:OXY	NasdaqGS:ODFL	NYSE:OMC	NYSE:OKE	NYSE:ORCL	NasdaqGS:ORLY	NYSE:OTIS	NasdaqGS:PCAR	NYSE:PKG	NYSE:PH	NasdaqGS:PAYX	NYSE:PAYC	NasdaqGS:PYPL	NYSE:PNR	NasdaqGS:PBCT	NasdaqGS:PEP	NYSE:PKI	NYSE:PRGO	NYSE:PFE	NYSE:PM	NYSE:PSX	NYSE:PNW	NYSE:PXD	NYSE:PPG	NYSE:PPL	NasdaqGS:PFG	NYSE:PLD	NYSE:PRU	NYSE:PEG	NYSE:PSA	NYSE:PHM	NYSE:PVH	NasdaqGS:QRVO	NasdaqGS:QCOM	NYSE:PWR	NYSE:DGX	NYSE:RL	NYSE:RJF	NYSE:RTX	NYSE:O	NasdaqGS:REG	NasdaqGS:REGN	NYSE:RF	NYSE:RSG	NYSE:RMD	NYSE:RHI	NYSE:ROK	NYSE:ROL	NYSE:ROP	NasdaqGS:ROST	NYSE:RCL	NYSE:SPGI	NYSE:CRM	NasdaqGS:SBAC	NYSE:SLB	NasdaqGS:STX	NYSE:SEE	NYSE:SRE	NYSE:NOW	NYSE:SPG	NasdaqGS:SWKS	NYSE:SLG	NYSE:SNA	NYSE:LUV	NYSE:SWK	NasdaqGS:SBUX	NYSE:STT	NYSE:STE	NYSE:SYK	NasdaqGS:SIVB	NYSE:SYF	NasdaqGS:SNPS	NYSE:SYY	NasdaqGS:TROW	NasdaqGS:TTWO	NYSE:TPR	NYSE:TGT	NYSE:TEL	NYSE:FTI	NYSE:TDY	NYSE:TFX	NasdaqGS:TXN	NYSE:TXT	NYSE:AES	NYSE:ALL	NYSE:BK	NYSE:BA	NYSE:SCHW	NYSE:CLX	NYSE:KO	NYSE:COO	NYSE:EL	NYSE:GPS	NYSE:GS	NYSE:HIG	NYSE:HSY	NYSE:HD	NYSE:IPG	NYSE:SJM	NasdaqGS:KHC	NYSE:KR	NYSE:MOS	NYSE:PNC	NYSE:PG	NYSE:PGR	NYSE:SHW	NYSE:SO	NYSE:TJX	NYSE:TRV	NYSE:DIS	NYSE:WU	NYSE:WMB	NYSE:TMO	NYSE:TIF	NasdaqGS:TMUS	NasdaqGS:TSCO	NYSE:TT	NYSE:TDG	NYSE:TFC	NYSE:TWTR	NYSE:TYL	NYSE:TSN	NYSE:USB	NYSE:UDR	NasdaqGS:ULTA	NYSE:UA	NYSE:UAA	NYSE:UNP	NasdaqGS:UAL	NYSE:UPS	NYSE:URI	NYSE:UNH	NYSE:UHS	NYSE:UNM	NYSE:VFC	NYSE:VLO	NYSE:VAR	NYSE:VTR	NasdaqGS:VRSN	NasdaqGS:VRSK	NYSE:VZ	NasdaqGS:VRTX	NasdaqGS:VIAC	NYSE:V	NYSE:VNO	NYSE:VMC	NYSE:WRB	NYSE:GWW	NYSE:WAB	NasdaqGS:WBA	NYSE:WMT	NYSE:WM	NYSE:WAT	NYSE:WEC	NYSE:WFC	NYSE:WELL	NYSE:WST	NasdaqGS:WDC	NYSE:WRK	NYSE:WY	NYSE:WHR	NasdaqGS:WLTW	NasdaqGS:WYNN	NasdaqGS:XEL	NYSE:XRX	NasdaqGS:XLNX	NYSE:XYL	NYSE:YUM	NasdaqGS:ZBRA	NYSE:ZBH	NasdaqGS:ZION	NYSE:ZTS
IQ32727633	IQ4427552	IQ289194	IQ30111163	IQ247483	IQ4532786	IQ5490183	IQ113275259	IQ24333	IQ24658	IQ4224658	IQ223288117	IQ98653614	IQ24734352	IQ911289	IQ23889798	IQ336458	IQ3182703	IQ289194	IQ5686590	IQ249126	IQ8686863	IQ8686863	IQ24378207	IQ8686863	IQ289194	IQ289272	IQ24330600	IQ249126	IQ22373346	IQ25915073	IQ1674636	IQ882318	IQ655542	IQ126001	IQ5415716	IQ289194	IQ289194	IQ23246399	IQ308402	IQ655542	IQ972190	IQ24673218	IQ41018622	IQ308402	IQ36397260	IQ289194	IQ123829	IQ24734352	IQ972190	IQ88535206	IQ4532786	IQ289272	IQ276481594	IQ7691789	IQ24333	IQ41018622	IQ289194	IQ263225641	IQ247049	IQ4592389	IQ52025606	IQ223288117	IQ309703	IQ4611651	IQ141885706	IQ223288117	IQ24461	IQ648902	IQ18527	IQ365138	IQ289194	IQ289194	IQ223288117	IQ972190	IQ874078	IQ5391649	IQ404105	IQ34277996	IQ531426	IQ24604	IQ289194	IQ6945445	IQ648902	IQ320500	IQ58574785	IQ244182123	IQ250079	IQ972190	IQ244456932	IQ972190	IQ289272	IQ4522840	IQ24138	IQ378225	IQ29096	IQ331010	IQ331010	IQ728553	IQ289194	IQ247906	IQ309703	IQ353867	IQ251776240	IQ90371	IQ207046550	IQ23865491	IQ1719233	IQ249126	IQ343443	IQ289194	IQ289194	IQ8752867	IQ531426	IQ422247192	IQ9048461	IQ23858236	IQ276157373	IQ6469466	IQ289194	IQ289194	IQ331010	IQ526391	IQ1674636	IQ3121016	IQ58574785	IQ350185	IQ333332	IQ223288117	IQ331010	IQ249793213	IQ289194	IQ18527	IQ289194	IQ249603	IQ247483	IQ334518	IQ574404747	IQ22373346	IQ725055	IQ725055	IQ42083601	IQ331010	IQ350185	IQ249126	IQ331010	IQ289194	IQ289194	IQ289272	IQ3616409	IQ212784433	IQ289194	IQ168154	IQ398495	IQ289194	IQ681145	IQ609619170	IQ289194	IQ289272	IQ289194	IQ38950535	IQ9246418	IQ18527	IQ289272	IQ422247192	IQ24687350	IQ7940455	IQ336458	IQ41018622	IQ28383954	IQ882318	IQ23858236	IQ289272	IQ648902	IQ5391649	IQ345588	IQ9663776	IQ24107	IQ7866348	IQ24308	IQ4480780	IQ554479091	IQ9376063	IQ876955	IQ46611464	IQ289272	IQ23111033	IQ522027	IQ1674636	IQ168154	IQ883171	IQ312375	IQ24107	IQ289194	IQ281529748	IQ29096	IQ29096	IQ24461	IQ873721	IQ11186500	IQ4395562	IQ24044262	IQ228503119	IQ247483	IQ248270	IQ312375	IQ141885706	IQ24138	IQ247906	IQ29096	IQ32727633	IQ353867	IQ35867	IQ26259736	IQ365138	IQ967243	IQ24673218	IQ143537424	IQ409043528	IQ4249970	IQ25121580	IQ228503119	IQ531426	IQ648902	IQ47193954	IQ24107	IQ114662065	IQ3147605	IQ701179	IQ83276683	IQ24160	IQ4395562	IQ289194	IQ223288117	IQ3182703	IQ569377605	IQ24734352	IQ782404	IQ4532786	IQ878093	IQ873990	IQ7691789	IQ1348220	IQ24461	IQ114897389	IQ30854240	IQ89099750	IQ25063	IQ23111033	IQ47203174	IQ289194	IQ228503119	IQ4862632	IQ24107	IQ25063	IQ123829	IQ876955	IQ917304	IQ289194	IQ212784433	IQ312949	IQ36397260	IQ353867	IQ353867	IQ362956	IQ34511998	IQ247483	IQ23378244	IQ648902	IQ309250887	IQ168154	IQ23927335	IQ247906	IQ30550	IQ18749	IQ9306827	IQ24044262	IQ309703	IQ609619170	IQ9663776	IQ4592389	IQ251349	IQ331010	IQ333191	IQ409043528	IQ289194	IQ247049	IQ289194	IQ128534719	IQ23246399	IQ531426	IQ541884195	IQ24138	IQ289194	IQ30111163	IQ50197995	IQ20406276	IQ648902	IQ114897389	IQ30854625	IQ8686863	IQ41018622	IQ2584385	IQ134386019	IQ123829	IQ247483	IQ985911	IQ398495	IQ362956	IQ27481806	IQ289194	IQ2088782	IQ18527	IQ6920858	IQ35867	IQ289194	IQ873721	IQ35867	IQ35867	IQ876153	IQ24321	IQ4172464	IQ289272	IQ422247192	IQ3121016	IQ876955	IQ4522840	IQ24734352	IQ20668987	IQ43248886	IQ259212	IQ301248825	IQ212784433	IQ251349	IQ24164	IQ4395562	IQ883129	IQ308402	IQ24333	IQ47825289	IQ312375	IQ401715	IQ289194	IQ7691789	IQ7691789	IQ60801898	IQ289194	IQ3110137	IQ247483	IQ223288117	IQ4983411	IQ289194	IQ24378207	IQ69189070	IQ882318	IQ251349	IQ289194	IQ289272	IQ247906	IQ212784433	IQ247906	IQ23858236	IQ345588	IQ23927335	IQ5377008	IQ114897389	IQ23246399	IQ4325537	IQ31108127	IQ5377008	IQ32897440	IQ320500	IQ333332	IQ333191	IQ141885706	IQ876955	IQ4038788	IQ289194	IQ4422897	IQ18527	IQ139619	IQ289194	IQ353867	IQ648902	IQ40985613	IQ184024664	IQ1674636	IQ18527	IQ26658290	IQ289194	IQ680978	IQ24321	IQ18749	IQ23246399	IQ368278	IQ317519	IQ911289	IQ6069321	IQ331010	IQ24445	IQ289194	IQ289194	IQ27059842	IQ24604	IQ308402	IQ345386	IQ24461	IQ4222231	IQ353867	IQ609619170	IQ289194	IQ881662	IQ168154	IQ247483	IQ289194	IQ46498939	IQ876153	IQ309703	IQ247906	IQ4522840	IQ398495	IQ289194	IQ247483	IQ30550	IQ353867	IQ353867	IQ648902	IQ4593696	IQ123829	IQ609619170	IQ352572	IQ531426	IQ531426	IQ331010	IQ30373459	IQ876955	IQ289194	IQ309703	IQ289194	IQ249126	IQ609619170	IQ309703	IQ35867	IQ4948673	IQ6721053	IQ223288117	IQ353867	IQ24107	IQ159884	IQ320500	IQ46400050	IQ4592389	IQ116787908	IQ1536130	IQ1304843	IQ35695	IQ41018622	IQ571794671	IQ353867	IQ353867	IQ3121016	IQ24330600	IQ554479091	IQ51208557	IQ655542	IQ26259736	IQ247906	IQ353867	IQ331010	IQ739115	IQ365138	IQ111659780	IQ972190	IQ4532786	IQ249205	IQ655042	IQ39701353	IQ365138	IQ289194	IQ309703	IQ159884	IQ18527	IQ350185	IQ24085	IQ2864865	IQ247483	IQ289272	IQ4862632	IQ365138	IQ30550	IQ168864	IQ874908	IQ25601416	IQ526391	IQ972190	IQ648902	IQ289272	IQ4532786	IQ168864	IQ107678	IQ541884195	IQ289194	IQ247483	IQ47416993	IQ24160
IQ228503119	IQ528910168	IQ24160	IQ289194	IQ317627	IQ27166398	IQ348893	IQ308402	IQ8441642	IQ22816801	IQ655542	IQ1197825	IQ971888	IQ972190	IQ26760889	IQ34824768	IQ368278	IQ120199	IQ79149929	IQ8327059	IQ289272	IQ7866348	IQ7866348	IQ296308	IQ609619170	IQ5914556	IQ312949	IQ20593891	IQ289272	IQ24604	IQ4245633	IQ249015214	IQ304353	IQ24445	IQ4730973	IQ522027	IQ141885706	IQ46400050	IQ168864	IQ24321	IQ250178	IQ88535206	IQ20932734	IQ365138	IQ312375	IQ247483	IQ915991	IQ4434273	IQ966091	IQ88535206	IQ250178	IQ4522840	IQ6632933	IQ308402	IQ320500	IQ18749	IQ336458	IQ401715	IQ874402	IQ272740230	IQ4862632	IQ5541004	IQ556021329	IQ4393392	IQ159884	IQ24246	IQ556021329	IQ137703	IQ108905199	IQ915991	IQ329141	IQ247483	IQ247483	IQ556021329	IQ24522	IQ36811483	IQ20787980	IQ658507	IQ24321	IQ98653236	IQ8752867	IQ247483	IQ29096	IQ20668987	IQ13580304	IQ312375	IQ21953226	IQ134400663	IQ24321	IQ84012192	IQ655542	IQ6632933	IQ362956	IQ972190	IQ248356	IQ25933	IQ20932734	IQ4271690	IQ4245633	IQ526391	IQ655542	IQ188757	IQ89099750	IQ24107	IQ875495	IQ137718	IQ24734352	IQ93136	IQ289272	IQ972190	IQ526391	IQ362956	IQ27059842	IQ98653236	IQ251349	IQ249603	IQ882318	IQ745257	IQ9306827	IQ13239270	IQ9454685	IQ350185	IQ248655	IQ24766	IQ353020	IQ6562269	IQ26776874	IQ212784433	IQ556021329	IQ4271690	IQ655542	IQ312375	IQ24330600	IQ5914556	IQ251349	IQ2514132	IQ289272	IQ24522	IQ24604	IQ40985613	IQ40985613	IQ29096	IQ350185	IQ4406406	IQ289272	IQ4271690	IQ526391	IQ302143	IQ312949	IQ378917804	IQ368278	IQ9454685	IQ225356837	IQ4634520	IQ27792863	IQ526391	IQ4224923	IQ522027	IQ312949	IQ24347	IQ4222231	IQ4983411	IQ253561	IQ312949	IQ251349	IQ4891726	IQ29096	IQ329141	IQ212784433	IQ49412601	IQ249126	IQ882318	IQ312949	IQ31275536	IQ575315080	IQ4480780	IQ9048461	IQ362956	IQ427645141	IQ883002	IQ336458	IQ24164	IQ23111033	IQ8752867	IQ917360	IQ312949	IQ972190	IQ92001	IQ561001	IQ224620265	IQ24475	IQ915991	IQ24734352	IQ25219992	IQ5686590	IQ91800	IQ91800	IQ857939	IQ369991357	IQ2432650	IQ972190	IQ46498939	IQ308402	IQ531426	IQ312375	IQ24333	IQ98509	IQ35695	IQ250178	IQ126269	IQ289194	IQ10636950	IQ353867	IQ972190	IQ329141	IQ4730973	IQ20932734	IQ308402	IQ30391142	IQ216402818	IQ247483	IQ289194	IQ330672765	IQ365138	IQ259212	IQ276481594	IQ655542	IQ8752867	IQ4165071	IQ168154	IQ5875197	IQ84127350	IQ2567633	IQ556021329	IQ120199	IQ154924	IQ34277996	IQ31275536	IQ24107	IQ531195	IQ874908	IQ668641	IQ42598141	IQ137703	IQ33391541	IQ972190	IQ302280300	IQ368470	IQ972190	IQ389218	IQ581031600	IQ320500	IQ3147605	IQ24734352	IQ3121016	IQ247483	IQ25110188	IQ22408566	IQ353867	IQ365138	IQ260481881	IQ26745152	IQ4172464	IQ92816	IQ24044262	IQ25121580	IQ380776488	IQ263515824	IQ370714	IQ939703	IQ4395562	IQ252551	IQ4224658	IQ628604936	IQ98920549	IQ24333	IQ46498939	IQ2847824	IQ159851	IQ248356	IQ876955	IQ409115	IQ159914	IQ328487	IQ648902	IQ49520613	IQ4176573	IQ330589	IQ30689235	IQ20332687	IQ5524061	IQ331010	IQ972190	IQ526391	IQ289194	IQ4224658	IQ51703621	IQ360713	IQ24264	IQ8604421	IQ23865491	IQ212784433	IQ36568314	IQ22073767	IQ874078	IQ50915246	IQ23111033	IQ4634520	IQ61773701	IQ318958	IQ9246418	IQ717451	IQ4325537	IQ78977163	IQ29096	IQ526391	IQ248095	IQ40985613	IQ40985613	IQ289272	IQ423969476	IQ215373840	IQ312949	IQ576794560	IQ257198	IQ92001	IQ24044262	IQ24687350	IQ42880442	IQ876153	IQ18527	IQ249903700	IQ332730	IQ169838	IQ25063	IQ972190	IQ576794560	IQ413289027	IQ8441642	IQ874333	IQ8058678	IQ264902411	IQ62036269	IQ389218	IQ36427	IQ128534719	IQ997111	IQ34971040	IQ874078	IQ556021329	IQ97989769	IQ9246418	IQ249603	IQ45466501	IQ249126	IQ256558670	IQ302143	IQ312949	IQ24445	IQ52102841	IQ876955	IQ240958332	IQ1661655	IQ332730	IQ353867	IQ27943392	IQ4058466	IQ701179	IQ247483	IQ353867	IQ228911457	IQ168154	IQ336458	IQ212784433	IQ25478219	IQ216078740	IQ2864865	IQ30550	IQ972190	IQ253561	IQ318690096	IQ7941835	IQ25315856	IQ1661249	IQ4234696	IQ557380813	IQ24766	IQ881662	IQ7702147	IQ247049	IQ289272	IQ24522	IQ329141	IQ168864	IQ409566	IQ135508	IQ6163432	IQ4184604	IQ29096	IQ876955	IQ247483	IQ247483	IQ19049	IQ8752867	IQ34277996	IQ1304843	IQ137703	IQ24522	IQ10636950	IQ331010	IQ320500	IQ780678	IQ974162	IQ247589	IQ23246399	IQ917304	IQ3616409	IQ247906	IQ655542	IQ24044262	IQ4634520	IQ997111	IQ874078	IQ36042	IQ248655	IQ332273	IQ90371	IQ4973721	IQ296308	IQ159851	IQ274193486	IQ98653236	IQ23378244	IQ350185	IQ378225	IQ249248	IQ526391	IQ655542	IQ302143	IQ289272	IQ353867	IQ231033664	IQ725055	IQ18749	IQ576794560	IQ556021329	IQ92816	IQ4522840	IQ18749	IQ250079	IQ168154	IQ3569393	IQ40985613	IQ1408776	IQ103284	IQ247906	IQ365138	IQ1733559	IQ215373840	IQ215373840	IQ256565	IQ20593891	IQ24164	IQ883002	IQ4788019	IQ655542	IQ655542	IQ48997097	IQ159914	IQ30550	IQ329141	IQ8686863	IQ1492701	IQ12827804	IQ24816	IQ101135	IQ35695	IQ329141	IQ607621832	IQ4245564	IQ297147	IQ1413208	IQ26776874	IQ609619170	IQ216581935	IQ348016	IQ312949	IQ247906	IQ329141	IQ247049	IQ26658290	IQ216078740	IQ212784433	IQ5532624	IQ88535206	IQ370714	IQ312949	IQ60414516	IQ247347	IQ251148	IQ331010	IQ24567	IQ34670	IQ3115038	IQ247483
