NYSE:MMM	NYSE:AOS	NYSE:ABT	NYSE:ABBV	NasdaqGS:ABMD	NYSE:ACN	NasdaqGS:ATVI	NasdaqGS:ADBE	NYSE:AAP	NasdaqGS:AMD	NYSE:AFL	NYSE:A	NYSE:APD	NasdaqGS:AKAM	NYSE:ALK	NYSE:ALB	NYSE:ARE	NasdaqGS:ALXN	NasdaqGS:ALGN	NYSE:ALLE	NasdaqGS:LNT	NasdaqGS:GOOG	NasdaqGS:GOOG.L	NYSE:MO	NasdaqGS:AMZN	NYSE:AMCR	NYSE:AEE	NasdaqGS:AAL	NYSE:AEP	NYSE:AXP	NYSE:AIG	NYSE:AMT	NYSE:AWK	NYSE:AMP	NYSE:ABC	NYSE:AME	NasdaqGS:AMGN	NYSE:APH	NasdaqGS:ADI	NasdaqGS:ANSS	NYSE:ANTM	NYSE:AON	NasdaqGS:APA	NYSE:AIV	NasdaqGS:AAPL	NasdaqGS:AMAT	NYSE:APTV	NYSE:ADM	NYSE:ANET	NYSE:AJG	NYSE:AIZ	NYSE:T	NYSE:ATO	NasdaqGS:ADSK	NasdaqGS:ADP	NYSE:AZO	NYSE:AVB	NYSE:AVY	NYSE:BKR	NYSE:BLL	NYSE:BAC	NYSE:BAX	NYSE:BDX	NYSE:BRK.B	NYSE:BBY	NasdaqGS:BIIB	NYSE:BIO	NYSE:BLK	NasdaqGS:BKNG	NYSE:BWA	NYSE:BXP	NYSE:BSX	NYSE:BMY	NasdaqGS:AVGO	NYSE:BR	NYSE:BF.B	NasdaqGS:CHRW	NYSE:COG	NasdaqGS:CDNS	NYSE:CPB	NYSE:COF	NYSE:CAH	NYSE:KMX	NYSE:CCL	NYSE:CARR	NYSE:CAT	BATS:CBOE	NYSE:CBRE	NasdaqGS:CDW	NYSE:CE	NYSE:CNC	NYSE:CNP	NYSE:CTL	NasdaqGS:CERN	NYSE:CF	NasdaqGS:CHTR	NYSE:CVX	NYSE:CMG	NYSE:CB	NYSE:CHD	NYSE:CI	NasdaqGS:CINF	NasdaqGS:CTAS	NasdaqGS:CSCO	NYSE:C	NYSE:CFG	NasdaqGS:CTXS	NasdaqGS:CME	NYSE:CMS	NasdaqGS:CTSH	NYSE:CL	NasdaqGS:CMCS.A	NYSE:CMA	NYSE:CAG	NYSE:CXO	NYSE:COP	NYSE:ED	NYSE:STZ	NasdaqGS:CPRT	NYSE:GLW	NYSE:CTVA	NasdaqGS:COST	NYSE:COTY	NYSE:CCI	NasdaqGS:CSX	NYSE:CMI	NYSE:CVS	NYSE:DHI	NYSE:DHR	NYSE:DRI	NYSE:DVA	NYSE:DE	NYSE:DAL	NasdaqGS:XRAY	NYSE:DVN	NasdaqGS:DXCM	NasdaqGS:FANG	NYSE:DLR	NYSE:DFS	NasdaqGS:DISC.A	NasdaqGS:DISC.K	NasdaqGS:DISH	NYSE:DG	NasdaqGS:DLTR	NYSE:D	NYSE:DPZ	NYSE:DOV	NYSE:DOW	NYSE:DTE	NYSE:DUK	NYSE:DRE	NYSE:DD	NYSE:DXC	NasdaqGS:ETFC	NYSE:EMN	NYSE:ETN	NasdaqGS:EBAY	NYSE:ECL	NYSE:EIX	NYSE:EW	NasdaqGS:EA	NYSE:LLY	NYSE:EMR	NYSE:ETR	NYSE:EOG	NYSE:EFX	NasdaqGS:EQIX	NYSE:EQR	NYSE:ESS	NYSE:RE	NYSE:EVRG	NYSE:ES	NasdaqGS:EXC	NasdaqGS:EXPE	NasdaqGS:EXPD	NYSE:EXR	NYSE:XOM	NasdaqGS:FFIV	NasdaqGS:FB	NasdaqGS:FAST	NYSE:FRT	NYSE:FDX	NYSE:FIS	NasdaqGS:FITB	NYSE:FRC	NYSE:FE	NasdaqGS:FISV	NYSE:FLT	NasdaqGS:FLIR	NYSE:FLS	NYSE:FMC	NYSE:F	NasdaqGS:FTNT	NYSE:FTV	NYSE:FBHS	NasdaqGS:FOX	NasdaqGS:FOXA	NYSE:BEN	NYSE:FCX	NasdaqGS:GRMN	NYSE:IT	NYSE:GD	NYSE:GE	NYSE:GIS	NYSE:GM	NYSE:GPC	NasdaqGS:GILD	NYSE:GPN	NYSE:GL	NYSE:HRB	NYSE:HAL	NYSE:HBI	NasdaqGS:HAS	NYSE:HCA	NYSE:PEAK	NasdaqGS:HSIC	NYSE:HES	NYSE:HPE	NYSE:HLT	NYSE:HFC	NasdaqGS:HOLX	NYSE:HON	NYSE:HRL	NYSE:HST	NYSE:HWM	NYSE:HPQ	NYSE:HUM	NasdaqGS:HBAN	NYSE:HII	NYSE:IEX	NasdaqGS:IDXX	NYSE:INFO	NYSE:ITW	NasdaqGS:ILMN	NasdaqGS:INCY	NYSE:IR	NasdaqGS:INTC	NYSE:ICE	NYSE:IBM	NYSE:IFF	NYSE:IP	NasdaqGS:INTU	NasdaqGS:ISRG	NYSE:IVZ	NasdaqGS:IPGP	NYSE:IQV	NYSE:IRM	NasdaqGS:JBHT	NasdaqGS:JKHY	NYSE:J	NYSE:JNJ	NYSE:JCI	NYSE:JPM	NYSE:JNPR	NYSE:KSU	NYSE:K	NYSE:KEY	NYSE:KEYS	NYSE:KMB	NYSE:KIM	NYSE:KMI	NasdaqGS:KLAC	NYSE:KSS	NYSE:LB	NYSE:LHX	NYSE:LH	NasdaqGS:LRCX	NYSE:LW	NYSE:LVS	NYSE:LEG	NYSE:LDOS	NYSE:LEN	NYSE:LNC	NYSE:LIN	NYSE:LYV	NasdaqGS:LKQ	NYSE:LMT	NYSE:L	NYSE:LOW	NYSE:LYB	NYSE:MTB	NYSE:MRO	NYSE:MPC	NasdaqGS:MKTX	NasdaqGS:MAR	NYSE:MMC	NYSE:MLM	NYSE:MAS	NYSE:MA	NasdaqGS:MXIM	NYSE:MKC	NYSE:MCD	NYSE:MCK	NYSE:MDT	NYSE:MRK	NYSE:MET	NYSE:MTD	NYSE:MGM	NasdaqGS:MCHP	NasdaqGS:MU	NasdaqGS:MSFT	NYSE:MAA	NYSE:MHK	NYSE:TAP	NasdaqGS:MDLZ	NasdaqGS:MNST	NYSE:MCO	NYSE:MS	NYSE:MSI	NYSE:MSCI	NasdaqGS:MYL	NasdaqGS:NDAQ	NYSE:NOV	NasdaqGS:NTAP	NasdaqGS:NFLX	NasdaqGS:NWL	NYSE:NEM	NasdaqGS:NWSA	NasdaqGS:NWS	NYSE:NEE	NYSE:NLSN	NYSE:NKE	NYSE:NI	NasdaqGS:NBL	NYSE:NSC	NasdaqGS:NTRS	NYSE:NOC	NasdaqGS:NLOK	NYSE:NCLH	NYSE:NRG	NYSE:NUE	NasdaqGS:NVDA	NYSE:NVR	NYSE:OXY	NasdaqGS:ODFL	NYSE:OMC	NYSE:OKE	NYSE:ORCL	NasdaqGS:ORLY	NYSE:OTIS	NasdaqGS:PCAR	NYSE:PKG	NYSE:PH	NasdaqGS:PAYX	NYSE:PAYC	NasdaqGS:PYPL	NYSE:PNR	NasdaqGS:PBCT	NasdaqGS:PEP	NYSE:PKI	NYSE:PRGO	NYSE:PFE	NYSE:PM	NYSE:PSX	NYSE:PNW	NYSE:PXD	NYSE:PPG	NYSE:PPL	NasdaqGS:PFG	NYSE:PLD	NYSE:PRU	NYSE:PEG	NYSE:PSA	NYSE:PHM	NYSE:PVH	NasdaqGS:QRVO	NasdaqGS:QCOM	NYSE:PWR	NYSE:DGX	NYSE:RL	NYSE:RJF	NYSE:RTX	NYSE:O	NasdaqGS:REG	NasdaqGS:REGN	NYSE:RF	NYSE:RSG	NYSE:RMD	NYSE:RHI	NYSE:ROK	NYSE:ROL	NYSE:ROP	NasdaqGS:ROST	NYSE:RCL	NYSE:SPGI	NYSE:CRM	NasdaqGS:SBAC	NYSE:SLB	NasdaqGS:STX	NYSE:SEE	NYSE:SRE	NYSE:NOW	NYSE:SPG	NasdaqGS:SWKS	NYSE:SLG	NYSE:SNA	NYSE:LUV	NYSE:SWK	NasdaqGS:SBUX	NYSE:STT	NYSE:STE	NYSE:SYK	NasdaqGS:SIVB	NYSE:SYF	NasdaqGS:SNPS	NYSE:SYY	NasdaqGS:TROW	NasdaqGS:TTWO	NYSE:TPR	NYSE:TGT	NYSE:TEL	NYSE:FTI	NYSE:TDY	NYSE:TFX	NasdaqGS:TXN	NYSE:TXT	NYSE:AES	NYSE:ALL	NYSE:BK	NYSE:BA	NYSE:SCHW	NYSE:CLX	NYSE:KO	NYSE:COO	NYSE:EL	NYSE:GPS	NYSE:GS	NYSE:HIG	NYSE:HSY	NYSE:HD	NYSE:IPG	NYSE:SJM	NasdaqGS:KHC	NYSE:KR	NYSE:MOS	NYSE:PNC	NYSE:PG	NYSE:PGR	NYSE:SHW	NYSE:SO	NYSE:TJX	NYSE:TRV	NYSE:DIS	NYSE:WU	NYSE:WMB	NYSE:TMO	NYSE:TIF	NasdaqGS:TMUS	NasdaqGS:TSCO	NYSE:TT	NYSE:TDG	NYSE:TFC	NYSE:TWTR	NYSE:TYL	NYSE:TSN	NYSE:USB	NYSE:UDR	NasdaqGS:ULTA	NYSE:UA	NYSE:UAA	NYSE:UNP	NasdaqGS:UAL	NYSE:UPS	NYSE:URI	NYSE:UNH	NYSE:UHS	NYSE:UNM	NYSE:VFC	NYSE:VLO	NYSE:VAR	NYSE:VTR	NasdaqGS:VRSN	NasdaqGS:VRSK	NYSE:VZ	NasdaqGS:VRTX	NasdaqGS:VIAC	NYSE:V	NYSE:VNO	NYSE:VMC	NYSE:WRB	NYSE:GWW	NYSE:WAB	NasdaqGS:WBA	NYSE:WMT	NYSE:WM	NYSE:WAT	NYSE:WEC	NYSE:WFC	NYSE:WELL	NYSE:WST	NasdaqGS:WDC	NYSE:WRK	NYSE:WY	NYSE:WHR	NasdaqGS:WLTW	NasdaqGS:WYNN	NasdaqGS:XEL	NYSE:XRX	NasdaqGS:XLNX	NYSE:XYL	NYSE:YUM	NasdaqGS:ZBRA	NYSE:ZBH	NasdaqGS:ZION	NYSE:ZTS
IQ881351	IQ180871	IQ655542	IQ24809	0	IQ289634104	IQ29096	IQ130202001	IQ313055	IQ23335330	IQ225447775	IQ5923714	IQ375826	IQ24321	IQ345260	IQ12005713	IQ42747014	IQ253007588	IQ25136	0	IQ11514600	IQ362956	IQ362956	IQ345386	IQ105712025	IQ328020	0	IQ33254	IQ4366824	IQ31275536	IQ338214	IQ586061012	IQ638558076	IQ3611314	IQ24572	IQ24805357	IQ25478219	IQ24937	IQ114897389	IQ528312	IQ333920	IQ883101	IQ576794516	IQ4252334	IQ24003613	IQ7714615	IQ57983885	IQ47130303	IQ166597	IQ20333268	IQ356805	IQ25933	IQ30232680	IQ1027520	IQ1699197	IQ12718959	0	IQ173468401	IQ52004152	IQ874078	IQ272380571	IQ4481298	IQ4481298	IQ250388	0	IQ141885706	IQ26503	IQ606897	IQ206270074	IQ312375	IQ29096	IQ1432648	IQ9004482	IQ1259808	IQ23078039	IQ688460	IQ6285812	IQ883129	IQ114897389	IQ22368218	IQ30518651	IQ49276069	0	IQ20487191	IQ288154110	IQ10636950	0	IQ250668650	IQ27910	IQ5542335	IQ106414059	IQ4935769	IQ362956	IQ50182374	IQ160810	IQ25933	IQ702422	IQ708221	IQ126269	IQ4788153	IQ8163427	0	IQ7727900	IQ130202001	IQ30746764	0	IQ130202001	IQ330436905	IQ883129	IQ9301883	IQ1502241	IQ18749	IQ94877	IQ4370094	IQ606768390	IQ49590795	IQ419822504	IQ688460	IQ9709676	IQ24937	IQ10128457	IQ42083601	IQ36478	IQ100231	IQ232715030	IQ312375	IQ4312369	IQ7910540	IQ629627778	IQ333996933	IQ8163427	IQ317113190	IQ2947395	IQ339447	IQ606768390	IQ928736	IQ606768390	IQ27129217	IQ31275536	IQ4291896	IQ4291896	IQ3133155	0	0	IQ288468689	IQ5533826	IQ545985501	IQ432661430	IQ97382	IQ883129	IQ4161217	IQ671738	IQ323930	IQ3532415	IQ248356	IQ24937	IQ104117	IQ20475385	0	0	IQ29096	IQ577608285	IQ382826	IQ3109180	IQ606768390	IQ1699197	IQ362956	0	IQ655736834	IQ58291470	IQ1678631	IQ3636284	IQ3117990	IQ206270074	0	IQ658072010	IQ537486447	IQ30565137	IQ4497290	0	IQ28558	IQ256569561	IQ7641170	IQ607865415	IQ51810508	IQ4249583	IQ107788400	IQ252586	IQ24887232	IQ5471052	IQ83194612	IQ5669264	IQ138532648	IQ34265589	IQ180871	IQ320832	IQ320832	IQ37460393	IQ26325966	IQ267768366	IQ28817662	IQ422286115	IQ609619170	IQ22533269	IQ13529856	IQ4752737	IQ409956	IQ92001	IQ79179568	IQ13314302	IQ24985251	IQ18749	IQ27604903	IQ12425677	IQ558022022	IQ7715572	IQ989228	IQ523409	IQ226203923	IQ352674	IQ875017	IQ106361938	IQ4220198	IQ976362	IQ12962307	IQ130202001	IQ412327965	IQ361972	IQ24793010	IQ9648933	0	IQ263774786	IQ4493117	IQ100147173	IQ409956	IQ256523	IQ130202001	IQ4161650	IQ130202001	IQ4493556	IQ876732	IQ24937	IQ117603277	IQ37460393	IQ9220926	IQ280596151	0	0	IQ46560044	IQ22263044	IQ345779	IQ24333	IQ876861	IQ114309342	IQ347555	IQ345386	0	IQ23246399	IQ266974	IQ321778	IQ374377	IQ91868	0	IQ9003256	IQ59078970	IQ655542	IQ21127	IQ61618285	IQ92816	IQ34138	IQ22313214	IQ3167517	IQ35016284	IQ317519	IQ170976206	0	IQ701179	IQ13649709	IQ4224936	IQ28758511	IQ30720066	IQ606768390	IQ117842106	0	IQ535726318	IQ9495884	IQ889806	IQ180871	IQ24003613	IQ24937	IQ4761798	IQ129040994	IQ1973103	IQ655542	IQ256832485	IQ20364286	IQ5545822	IQ25853770	IQ37256150	IQ24937	IQ129459462	0	IQ265486622	IQ4590947	IQ345386	IQ884358	IQ126511	IQ876861	IQ523409	IQ3590553	IQ215752611	IQ5525493	IQ989228	IQ130202001	IQ160180	IQ18749	IQ223909407	IQ182763078	IQ182763078	IQ6520757	IQ29096	IQ10636950	IQ395778	IQ1543334	IQ2421213	IQ601916415	IQ106418412	IQ130202001	IQ159868	IQ58001062	IQ26325966	IQ312375	0	IQ9707943	IQ4496063	0	IQ3564005	IQ362956	IQ130202001	IQ878347	IQ278261987	IQ280687580	IQ145799390	IQ1008176	IQ4863427	IQ31275536	IQ34117	IQ50301384	IQ134386019	IQ527317	IQ11383447	IQ136709	IQ5632703	IQ876162	IQ273540529	IQ394466	IQ317519	0	IQ22515611	IQ248270	IQ336458	IQ2417691	IQ383229	0	IQ4490297	IQ22313214	IQ23020734	IQ135470	IQ306936470	IQ37297765	IQ22211706	IQ216002531	IQ331010	IQ28558	IQ24934402	IQ559800908	IQ24355	IQ40820746	IQ6675293	IQ38777081	IQ4393421	0	0	IQ128403457	IQ130202001	IQ3063928	IQ25813658	IQ33175419	IQ523409	0	IQ311712768	IQ362956	IQ28558	IQ29096	IQ3067732	IQ102321826	IQ883733	IQ289194	IQ5533826	IQ5647554	IQ329296595	IQ141107257	IQ534503235	IQ6466648	IQ13155312	IQ1004106	0	IQ6095321	IQ98232639	IQ2376697	IQ318668210	IQ9707943	IQ6059859	IQ115542	IQ24937	IQ24902737	IQ2567268	IQ675974	IQ5467660	IQ47339040	IQ535666927	IQ29566669	IQ880275	0	IQ42083601	IQ30720500	IQ8316305	IQ159868	IQ345386	IQ160016829	0	IQ2488883	IQ1077340	IQ36336147	IQ9844929	IQ113744713	IQ215941056	IQ66320740	IQ180871	0	0	IQ379475737	IQ46474925	IQ4264226	IQ23939254	IQ113495056	IQ5532813	IQ57993642	IQ282980153	IQ12732331	IQ565710	IQ100935	IQ7682403	IQ57983151	IQ129040994	IQ258279	0	0	IQ2388578	IQ2388578	IQ45330783	0	IQ256569561	IQ3029295	IQ159868	IQ679630	IQ188096	IQ6491293	IQ22848913	IQ641548991	IQ321654427	IQ135466	IQ6906351	IQ155049	IQ52093449	IQ725055	IQ24003613	IQ59705013	0	IQ169056	IQ46893554	IQ387473	IQ24809	IQ3103443	IQ24355	IQ309587378	IQ3067202	IQ712420	IQ534417607	IQ5824730	IQ523409	IQ260346	IQ321536	IQ609619170	IQ5567734	IQ9916944	IQ140248389	IQ880771	IQ37256150	IQ3103613	IQ4481067	IQ395364	IQ9776743	IQ334518	IQ20475385
IQ881351	0	IQ7687519	IQ172207	0	IQ4502766	IQ18749	IQ25858	0	IQ28071600	0	IQ7641918	IQ25866428	IQ115705393	0	IQ370941	IQ100147173	IQ24809	IQ4245829	0	0	IQ60297005	IQ60297005	IQ5476690	IQ6125175	IQ397232	0	IQ261391510	IQ283024	IQ26935295	IQ236534297	IQ813607	IQ24902737	IQ171116	IQ225389440	0	IQ571820600	IQ252150	IQ37256150	IQ260626337	IQ616940	IQ3019738	IQ576794560	0	IQ4493447	IQ21127	IQ106772	IQ225735974	IQ8812414	IQ6716694	IQ872395	IQ18749	0	IQ24893	IQ133972323	0	0	0	IQ394466	IQ745257	IQ46950992	IQ261084576	IQ9985914	IQ203028	0	IQ24572	IQ26503	IQ37460393	IQ23081173	IQ704634	IQ24887	IQ263842	IQ25478219	IQ9871259	IQ36474805	IQ6527438	IQ304778	IQ27712513	IQ22816801	IQ22368218	IQ21866092	IQ25240322	0	IQ530341215	IQ9238097	IQ537486447	0	IQ228677668	IQ22691841	IQ23036950	IQ416012417	IQ4935692	IQ177775270	IQ29374	IQ26340218	IQ262939849	IQ112877603	0	IQ689995	IQ6665422	IQ12422238	0	0	IQ130202001	IQ34265589	0	IQ130202001	0	IQ3109180	IQ27755	IQ223164951	IQ7653487	IQ26955691	IQ313055	IQ4271658	IQ252684	IQ6020983	0	0	IQ40209261	IQ9830660	IQ4161749	IQ875435	IQ3589977	IQ111314384	IQ307331431	IQ100410633	IQ7910540	IQ629627778	IQ333996933	IQ6479863	IQ7687987	IQ33173504	IQ320186	IQ24160634	IQ97495	IQ4560641	IQ100231	IQ4842411	IQ100231	IQ100231	IQ51274758	0	0	IQ248272089	IQ22275640	IQ28401509	IQ319130234	IQ106335	IQ19049	IQ11186759	IQ24355	IQ704634	IQ317301	IQ631575	IQ52037220	IQ46988094	IQ808038	0	0	IQ24937	IQ24164591	IQ9238097	IQ1535795	IQ618358732	IQ38329813	IQ177775270	0	IQ206225969	IQ106586904	0	IQ1696273	IQ3128326	IQ370714	0	IQ129636808	IQ102321826	IQ529623070	IQ7682403	0	IQ33437759	IQ215373840	IQ4429211	IQ41873270	IQ418820683	IQ216533245	IQ28486909	IQ394466	IQ874091	IQ893256	IQ20475385	IQ11481448	IQ29096	IQ265621	IQ162883	IQ19609	IQ19609	IQ335919	IQ1454567	IQ3474481	IQ6630870	IQ25398034	IQ247226	IQ266974	IQ51811255	IQ58330896	IQ24809	IQ3695566	IQ6498546	0	IQ2954909	IQ30720500	IQ18749	0	IQ24816	IQ379437	IQ272761870	IQ30565137	IQ38985277	IQ41667528	IQ28311	IQ337702440	0	0	IQ369991357	IQ130202001	IQ8163427	IQ390157	IQ4185704	0	0	IQ22583139	IQ540124607	IQ9985914	IQ285467	IQ263638	IQ6850153	IQ32624297	IQ18527	IQ296433	IQ876732	IQ2483879	IQ5645849	IQ4935718	0	IQ36644983	0	0	IQ4480047	IQ4212249	IQ317627	IQ9123249	IQ27674009	IQ34665185	IQ3553676	IQ1502241	0	IQ966091	IQ7683151	IQ242224249	IQ3127640	IQ883357	0	IQ874733	IQ209848132	IQ4213023	IQ289030	IQ6636913	IQ9916944	0	IQ8163427	IQ242731745	IQ3544839	IQ364040	IQ106784351	0	IQ25104817	IQ257762	IQ160016829	IQ2862949	IQ270287833	IQ22848913	IQ225078297	0	IQ226203923	0	0	IQ278679	IQ6995263	IQ7774463	IQ30920110	IQ28092804	IQ628604936	IQ1029149	IQ36478	IQ258279	0	IQ25853770	IQ24937	IQ25170	IQ362956	0	0	IQ4205259	IQ7687519	IQ370832	IQ8789243	IQ5647906	IQ36405548	IQ2131687	IQ24809	IQ121969	IQ431781010	IQ130202001	IQ135466	IQ321778	IQ658776	0	0	IQ264164886	IQ91800	IQ34072018	0	IQ2414356	IQ372704180	IQ373264	IQ59078970	IQ130202001	IQ716830	IQ243685319	IQ4386861	IQ5490183	0	IQ606768390	0	0	IQ328874	IQ177775270	0	IQ620281	IQ5630413	IQ166865	IQ7628337	0	0	IQ109097744	IQ34117	IQ535132154	IQ134386019	IQ8267301	IQ5209176	IQ32931	IQ296308	IQ24249112	0	IQ606768390	IQ5555464	0	IQ121238	IQ877313	IQ224091227	0	IQ383229	0	IQ106723123	IQ24937	IQ24937	IQ2488853	IQ26503	IQ113899259	IQ290407	IQ5490636	IQ4168256	IQ4172464	IQ24934402	IQ206492532	IQ134350825	0	0	IQ40456573	IQ188005	0	0	IQ530341215	IQ286180590	IQ362956	IQ100231	IQ876871	IQ22498608	0	IQ5463939	IQ1308876	IQ533189207	IQ18749	IQ224570637	0	IQ142631930	IQ375704468	IQ228677668	IQ306252056	0	IQ24902737	IQ25206954	IQ20628041	IQ22816801	IQ39821114	0	IQ1342560	IQ13011365	IQ326054	IQ37256150	IQ9663776	IQ285827	IQ705287	IQ25238	IQ99221913	IQ30745152	0	IQ312949	IQ896178	IQ242412118	IQ29566669	IQ62668167	0	IQ874227	IQ106723123	IQ8316305	0	IQ30941579	0	0	IQ313055	IQ7687519	0	IQ6630870	IQ272180059	IQ42083601	0	IQ59715565	0	0	IQ280311418	IQ18749	IQ18749	IQ617456	IQ7009878	IQ795040	IQ632901503	0	IQ20496676	IQ25331	IQ337708	IQ253905385	IQ57983176	IQ59151858	IQ3604340	0	0	IQ256893	IQ256893	IQ347555	0	IQ18749	IQ3029295	IQ8163427	IQ5027383	IQ4220614	IQ1579389	IQ622484027	IQ4913738	IQ23500974	IQ6879194	IQ6413936	IQ7653487	IQ4224648	IQ29096	IQ100062632	IQ28558	0	IQ46895359	IQ144114877	IQ3121016	IQ124423	IQ1540601	IQ135470	IQ7715437	IQ678248	IQ689995	IQ534401301	IQ5824730	IQ85139365	IQ272989	IQ34817	IQ247226	IQ3019738	IQ5410375	IQ22546470	IQ135470	IQ253018	IQ20411367	IQ137464369	IQ131464	IQ22001832	IQ363801	IQ162270
IQ7960453	0	IQ8623180	IQ206928583	0	IQ745257	IQ24937	IQ310862054	0	IQ29096	0	IQ9682883	IQ223136084	IQ42083601	0	0	IQ24816	IQ24816	IQ24114	0	0	IQ123844	IQ123844	IQ11370596	IQ44299616	IQ327173584	0	IQ25915843	IQ126991219	IQ26935520	IQ32672213	IQ100231	IQ12425677	0	IQ8221694	0	IQ137304893	IQ5522607	IQ24937	IQ697555	IQ4218220	IQ423458657	IQ576794560	0	IQ9170746	IQ289030	IQ433871117	IQ340738915	IQ2557371	0	IQ104754359	IQ529623070	0	IQ388114	IQ30667950	0	0	0	IQ317235647	IQ878155	IQ6531131	IQ261084576	IQ294382	IQ257762	0	IQ24809	IQ8163427	IQ402027	IQ31148	IQ259378	IQ1586215	IQ20343158	IQ419159771	IQ26658290	IQ22623	IQ872450	0	0	IQ22816801	IQ22368218	IQ281976514	IQ93625	0	0	IQ26058	IQ307331431	0	IQ10004664	0	IQ5397531	IQ8163427	IQ12518001	IQ38026400	IQ57994200	0	IQ1408180	IQ256654	0	IQ32879143	IQ302384	0	0	0	IQ177775270	IQ638436714	0	IQ972190	0	0	IQ38557081	IQ878154	IQ19609	IQ884042	0	IQ377809806	IQ44709159	IQ6879194	0	0	IQ260149	IQ768440	IQ111256894	IQ228376205	IQ36873737	IQ347555	IQ26019317	IQ24886156	IQ7910540	IQ629627778	0	IQ6479863	IQ59199378	IQ10127886	0	IQ254698722	IQ172207	IQ4471730	IQ894365	IQ171806553	IQ320832	IQ320832	IQ38893720	0	0	IQ698476	IQ5460252	IQ118047631	IQ4932759	IQ61206100	IQ6611784	IQ2529245	IQ105901833	IQ21813751	0	IQ27768	IQ32526598	0	IQ109120224	0	0	IQ100231	IQ24809	IQ394466	IQ4235225	IQ145208476	IQ27997	IQ655542	0	IQ206226332	IQ1018253	0	IQ4216627	IQ6536610	IQ125775	0	IQ168302	IQ30271316	IQ884231	IQ3198815	0	IQ1528837	IQ1032802	IQ877263	IQ347535	IQ3162379	IQ3073712	IQ28486908	IQ258629	IQ5522607	0	IQ578904663	IQ10038331	IQ38026400	IQ265621	IQ30899544	IQ337605	IQ337605	IQ869527	IQ22286334	IQ42114254	IQ7940402	IQ4080736	IQ48718542	IQ27162970	IQ345588	0	IQ865192	IQ228070761	IQ4257177	0	IQ553083288	IQ106723123	IQ24937	0	IQ23500974	0	IQ20356658	IQ24624	IQ22603791	0	IQ284717559	IQ2947395	0	0	IQ369991357	IQ247226	IQ49068649	IQ98186	IQ7891603	0	0	IQ5811397	0	IQ9985914	IQ141109936	0	IQ22687397	IQ5522530	IQ877313	IQ9897760	IQ5542335	IQ275522869	IQ1901034	IQ4935718	0	IQ413279137	0	0	IQ128925651	IQ57991813	IQ302207	IQ25307	IQ876732	IQ529623070	IQ3553676	IQ223164951	0	IQ26685342	IQ541835477	IQ92817	IQ889674	IQ380075	0	IQ878300	IQ535715379	IQ26198824	IQ91868	IQ139488	IQ426960725	0	IQ1035231	IQ249783216	0	IQ1038362	IQ1910924	0	IQ874091	IQ580699758	0	IQ4876061	IQ251148	IQ27246333	IQ318049	0	IQ38985277	0	0	0	IQ31275536	IQ10332229	IQ2488883	IQ11498829	IQ423458657	IQ108947633	IQ24809	IQ379475737	0	IQ259911329	IQ252150	IQ62196739	IQ130202001	0	0	IQ103290	IQ876928	IQ4303736	0	IQ258279	IQ25933	IQ32624297	IQ172207	IQ115208465	IQ217592553	IQ24686	IQ39347960	IQ92817	IQ124294	0	0	IQ3564005	IQ956101	IQ2388578	0	IQ4368224	IQ232715030	IQ856489	IQ422286115	IQ114309342	IQ530341215	IQ49494788	IQ35343499	IQ138532648	0	IQ8142536	0	0	IQ30232680	IQ415241078	0	IQ4217124	IQ5630413	IQ241584110	IQ12732331	0	0	IQ32859006	0	IQ30958541	IQ21950751	IQ1312950	IQ18749	IQ558022022	IQ296308	IQ44709159	0	IQ388763	IQ186915	0	IQ552996113	IQ47688949	IQ271135	0	IQ383229	0	IQ4308753	IQ10332229	IQ24937	IQ251349	IQ7959285	IQ82015177	IQ13394415	IQ565710	IQ363597	IQ159884	IQ40209261	IQ39153321	0	0	0	IQ100935	IQ188005	0	0	IQ580699758	IQ27918871	IQ184252448	IQ320832	IQ989228	IQ878759	0	IQ109223646	IQ140260	IQ92816	IQ24937	IQ8747114	0	IQ57984683	IQ102321826	IQ1029195	IQ22580635	0	0	IQ25143376	IQ295624	IQ24893	IQ277289	0	IQ312932093	IQ247023038	IQ378046353	IQ429707	IQ19007	IQ6719233	IQ314366	IQ253018	IQ12425677	IQ31091055	0	IQ675974	IQ6491293	IQ21171	IQ266974	IQ6514819	0	IQ9003256	IQ877773	IQ2481330	0	IQ9003256	0	0	0	IQ47283726	0	0	IQ4303497	IQ38707065	0	0	0	0	IQ274386	IQ679630	IQ121238	IQ3031850	IQ4481298	IQ795040	IQ27198	0	IQ6236173	IQ695204	IQ649470145	IQ250260968	IQ57983665	IQ35541453	IQ1533412	0	0	IQ134253462	IQ134253462	IQ272761441	0	IQ106427	IQ3029295	IQ24948415	IQ311316	0	IQ100231	IQ878759	IQ4277994	IQ23500974	IQ8317409	IQ533311640	IQ19609	IQ183853	IQ29096	IQ30773370	IQ33437759	0	0	0	IQ695204	IQ264413492	IQ172055	IQ30998638	IQ5376654	0	IQ4493356	IQ534412345	IQ247375245	IQ24937	IQ313060799	IQ6461492	IQ523409	IQ9496555	IQ882710	IQ32951	IQ23248034	IQ428613	0	IQ417092	IQ884042	0	IQ54842846	0
